index|word_index|ja|hrkt|latn|en|image|sound
778|389|赤い<b>線</b>を2本引いてください。|あかい <b>せん</b> を 2 ほん ひいて ください。|akai <b>sen</b> wo 2 hon hiite kudasai.|Please draw two red lines.|sentence_778.jpg|sentence_778.mp3
779|389|この<b>線</b>をもっと細くしてください。|この <b>せん</b> を もっと ほそく して ください。|kono <b>sen</b> wo motto hosoku shite kudasai.|Please make this line thinner.||sentence_779.mp3
780|390|先月の<b>七日</b>に孫が生まれました。|せんげつ の <b>なのか</b> に まご が うまれました。|sengetsu no <b>nanoka</b> ni mago ga umaremashita.|My grandchild was born on the seventh of last month.|sentence_780.jpg|sentence_780.mp3
781|390|十月<b>七日</b>にスポーツイベントがあります。|じゅう がつ <b>なのか</b> に スポーツ イベント が あります。|juu gatsu <b>nanoka</b> ni supo-tsu ibento ga arimasu.|On October 7th there is a sports event.||sentence_781.mp3
782|391|私は雨の日<b>以外</b>は自転車で学校に行く。|わたし は あめ の ひ <b>いがい</b> は じてんしゃ で がっこう に いく。|watashi ha ame no hi <b>igai</b> ha jitensha de gakkou ni iku.|I go to school by bicycle except on rainy days.|sentence_782.jpeg|sentence_782.mp3
783|391|私は月曜日<b>以外</b>は仕事があります。|わたし は げつようび <b>いがい</b> は しごと が あります。|watashi ha getsuyoubi <b>igai</b> ha shigoto ga arimasu.|I work every day except Mondays.||sentence_783.mp3
784|392|<b>男</b>の人が私たちに話しかけた。|<b>おとこ</b> の ひと が わたし たち に はなしかけた。|<b>otoko</b> no hito ga watashi tachi ni hanashikaketa.|This guy began talking to us.|sentence_784.jpg|sentence_784.mp3
785|392|彼は駄目な<b>男</b>だ。|かれ は だめな <b>おとこ</b> だ。|kare ha damena <b>otoko</b> da.|He's a loser.|sentence_785.jpg|sentence_785.mp3
786|393|<b>彼</b>は今、勉強しています。|<b>かれ</b> は いま、べんきょう して います。|<b>kare</b> ha ima,benkyou shite imasu.|He's studying now.|sentence_786.jpg|sentence_786.mp3
787|393|<b>彼</b>の父親は先生です。|<b>かれ</b> の ちちおや は せんせい です。|<b>kare</b> no chichioya ha sensei desu.|His father is a teacher.|sentence_787.jpg|sentence_787.mp3
788|394|店員は若い<b>女</b>の人でした。|てんいん は わかい <b>おんな</b> の ひと でした。|tenin ha wakai <b>onna</b> no hito deshita.|The salesclerk was a young woman.|sentence_788.jpg|sentence_788.mp3
789|394|彼女は悪い<b>女</b>だ。|かのじょ は わるい <b>おんな</b> だ。|kanojo ha warui <b>onna</b> da.|She is a bad woman.||sentence_789.mp3
790|395|今日は<b>妻</b>の誕生日だ。|きょう は <b>つま</b> の たんじょうび だ。|kyou ha <b>tsuma</b> no tanjoubi da.|It's my wife's birthday today.|sentence_790.jpg|sentence_790.mp3
791|395|<b>妻</b>にネックレスをプレゼントしました。|<b>つま</b> に ネックレス を プレゼント しました。|<b>tsuma</b> ni nekkuresu wo purezento shimashita.|I gave my wife a necklace.|sentence_791.jpg|sentence_791.mp3
792|396|私の祖母は<b>百</b>才です。|わたし の そぼ は <b>ひゃく</b> さい です。|watashi no sobo ha <b>hyaku</b> sai desu.|My grandmother is 100 years old.|sentence_792.jpg|sentence_792.mp3
793|396|この古い時計は<b>百</b>年前のものだ。|この ふるい とけい は <b>ひゃく</b> ねん まえ の もの だ。|kono furui tokei ha <b>hyaku</b> nen mae no mono da.|This old clock is a hundred years old.||sentence_793.mp3
794|397|彼はこの<b>辺</b>に住んでいます。|かれ は この <b>へん</b> に すんで います。|kare ha kono <b>hen</b> ni sunde imasu.|He lives around here.|sentence_794.jpg|sentence_794.mp3
795|397|この<b>辺</b>は田んぼがたくさんあります。|この <b>へん</b> は たんぼ が たくさん あります。|kono <b>hen</b> ha tanbo ga takusan arimasu.|There are a lot of rice fields around here.|sentence_795.jpg|sentence_795.mp3
796|398|私はこの<b>店</b>によく来ます。|わたし は この <b>みせ</b> に よく きます。|watashi ha kono <b>mise</b> ni yoku kimasu.|I come to this store quite often.|sentence_796.jpg|sentence_796.mp3
797|398|この<b>店</b>はサービスがいい。|この <b>みせ</b> は サービス が いい。|kono <b>mise</b> ha sa-bisu ga ii.|The service in this store is good.|sentence_797.jpg|sentence_797.mp3
798|399|お店はもう<b>閉まって</b>いました。|おみせ は もう <b>しまって</b> いました。|omise ha mou <b>shimatte</b> imashita.|The store was already closed.|sentence_798.jpg|sentence_798.mp3
799|399|その図書館は日曜日は5時に<b>閉まります</b>。|その としょかん は にちようび は 5 じ に <b>しまります</b>。|sono toshokan ha nichiyoubi ha 5 ji ni <b>shimarimasu</b>.|The library closes at five o'clock on Sundays.||sentence_799.mp3
800|400|<b>問題</b>が一つあります。|<b>もんだい</b> が ひとつ あります。|<b>mondai</b> ga hitotsu arimasu.|There's one problem.|sentence_800.jpg|sentence_800.mp3
801|400|この<b>問題</b>はかなり易しいです。|この <b>もんだい</b> は かなり やさしい です。|kono <b>mondai</b> ha kanari yasashii desu.|This problem is fairly easy.|sentence_801.jpg|sentence_801.mp3
802|401|私にはたくさんのお金が<b>必要</b>だ。|わたし に は たくさん の おかね が <b>ひつよう</b> だ。|watashi ni ha takusan no okane ga <b>hitsuyou</b> da.|I need a lot of money.|sentence_802.jpg|sentence_802.mp3
803|401|新しい歯ブラシが<b>必要</b>だ。|あたらしい はブラシ が <b>ひつよう</b> だ。|atarashii haburashi ga <b>hitsuyou</b> da.|I need a new toothbrush.|sentence_803.jpg|sentence_803.mp3
804|402|この車はよく<b>もって</b>いる。|この くるま は よく <b>もって</b> いる。|kono kuruma ha yoku <b>motte</b> iru.|This car has lasted a long time.|sentence_804.jpg|sentence_804.mp3
805|402|彼女はもう長くは<b>もたない</b>だろう。|かのじょ は もう ながく は <b>もたない</b> だろう。|kanojo ha mou nagaku ha <b>motanai</b> darou.|She won't be able to hold on much longer.||sentence_805.mp3
806|403|電車のドアが<b>開きました</b>。|でんしゃ の ドア が <b>あきました</b>。|densha no doa ga <b>akimashita</b>.|The train door opened.|sentence_806.jpg|sentence_806.mp3
807|403|銀行は3時まで<b>開いて</b>います。|ぎんこう は 3 じ まで <b>あいて</b> います。|ginkou ha 3 ji made <b>aite</b> imasu.|The bank is open until three o'clock.|sentence_807.jpg|sentence_807.mp3
808|404|<b>昨年</b>は地震が多い年でした。|<b>さくねん</b> は じしん が おおい とし でした。|<b>sakunen</b> ha jishin ga ooi toshi deshita.|We had a lot of earthquakes last year.|sentence_808.jpg|sentence_808.mp3
809|404|私たちは<b>昨年</b>、富士山に登りました。|わたし たち は <b>さくねん</b>、ふじさん に のぼりました。|watashi tachi ha <b>sakunen</b>,fujisan ni noborimashita.|We climbed Mount Fuji last year.|sentence_809.jpg|sentence_809.mp3
810|405|けがはもう<b>治りました</b>か。|けが は もう <b>なおりました</b> か。|kega ha mou <b>naorimashita</b> ka.|Is your injury cured yet?|sentence_810.jpg|sentence_810.mp3
811|405|やっと風邪が<b>治りました</b>。|やっと かぜ が <b>なおりました</b>。|yatto kaze ga <b>naorimashita</b>.|I've finally recovered from a cold.||sentence_811.mp3
812|406|この服は300<b>ドル</b>しました。|この ふく は 300 <b>ドル</b> しました。|kono fuku ha 300 <b>doru</b> shimashita.|These clothes cost 300 dollars.|sentence_812.jpg|sentence_812.mp3
813|406|今、１<b>ドル</b>何円ですか。|いま、 １ <b>ドル</b> なん えん です か。|ima, 1 <b>doru</b> nan en desu ka.|How much is a dollar in Japanese yen now?||sentence_813.mp3
814|407|全ての<b>システム</b>が停止した。|すべて の <b>システム</b> が ていし した。|subete no <b>shisutemu</b> ga teishi shita.|All systems stopped working.|sentence_814.jpg|sentence_814.mp3
815|407|会社に新しい<b>システム</b>が入った。|かいしゃ に あたらしい <b>システム</b> が はいった。|kaisha ni atarashii <b>shisutemu</b> ga haitta.|A new system has been introduced to the company.||sentence_815.mp3
816|408|飛行機が1時間<b>以上</b>遅れた。|ひこうき が 1 じかん <b>いじょう</b> おくれた。|hikouki ga 1 jikan <b>ijou</b> okureta.|The plane arrived over an hour late.|sentence_816.jpg|sentence_816.mp3
817|408|今日は水を2リットル<b>以上</b>飲んだわ。|きょう は みず を 2 リットル <b>いじょう</b> のんだ わ。|kyou ha mizu wo 2 rittoru <b>ijou</b> nonda wa.|I drank more than two liters of water today.|sentence_817.jpeg|sentence_817.mp3
818|409|それは<b>最近</b>話題の本ですね。|それ は <b>さいきん</b> わだい の ほん です ね。|sore ha <b>saikin</b> wadai no hon desu ne.|That's the book that people have been talking about lately.|sentence_818.jpg|sentence_818.mp3
819|409|<b>最近</b>、仕事がかなりハードです。|<b>さいきん</b>、しごと が かなり ハード です。|<b>saikin</b>,shigoto ga kanari ha-do desu.|My work is pretty hard these days.|sentence_819.jpeg|sentence_819.mp3
820|410|私は<b>世界</b>旅行をしたい。|わたし は <b>せかい</b> りょこう を したい。|watashi ha <b>sekai</b> ryokou wo shitai.|I want to travel around the world.|sentence_820.jpg|sentence_820.mp3
821|410|エベレストは<b>世界</b>でいちばん高い山です。|エベレスト は <b>せかい</b> で いちばん たかい やま です。|eberesuto ha <b>sekai</b> de ichiban takai yama desu.|Mt. Everest is the tallest mountain in the world.||sentence_821.mp3
822|411|新しい<b>コンピューター</b>を買った。|あたらしい <b>コンピューター</b> を かった。|atarashii <b>konpyu-ta-</b> wo katta.|I bought a new computer.|sentence_822.jpg|sentence_822.mp3
823|411|この<b>コンピューター</b>はすごく遅いです。|この <b>コンピューター</b> は すごく おそい です。|kono <b>konpyu-ta-</b> ha sugoku osoi desu.|This computer is so slow.||sentence_823.mp3
824|412|犬にえさを<b>やった</b>。|いぬ に えさ を <b>やった</b>。|inu ni esa wo <b>yatta</b>.|I fed the dog.|sentence_824.jpg|sentence_824.mp3
825|412|毎日金魚に餌を<b>やります</b>。|まいにち きんぎょ に えさ を <b>やります</b>。|mainichi kingyo ni esa wo <b>yarimasu</b>.|I feed the goldfish everyday.|sentence_825.jpeg|sentence_825.mp3
826|413|それはどういう<b>意味</b>ですか。|それ は どういう <b>いみ</b> です か。|sore ha douiu <b>imi</b> desu ka.|What does it mean?|sentence_826.jpg|sentence_826.mp3
827|413|この言葉の<b>意味</b>が分かりません。|この ことば の <b>いみ</b> が わかりません。|kono kotoba no <b>imi</b> ga wakarimasen.|I don't understand the meaning of this word.|sentence_827.jpg|sentence_827.mp3
828|414|この町は人口が<b>増えた</b>。|この まち は じんこう が <b>ふえた</b>。|kono machi ha jinkou ga <b>fueta</b>.|The population in this town has increased.|sentence_828.jpg|sentence_828.mp3
829|414|日本に住む外国人が<b>増えて</b>います。|にほん に すむ がいこく じん が <b>ふえて</b> います。|nihon ni sumu gaikoku jin ga <b>fuete</b> imasu.|The number of foreigners living in Japan is increasing.|sentence_829.jpg|sentence_829.mp3
830|415|良い家を<b>選ぶ</b>のは難しい。|よい いえ を <b>えらぶ</b> の は むずかしい。|yoi ie wo <b>erabu</b> no ha muzukashii.|It's difficult to choose a good house.|sentence_830.jpg|sentence_830.mp3
831|415|子供は親を<b>選べません</b>。|こども は おや を <b>えらべません</b>。|kodomo ha oya wo <b>erabemasen</b>.|Children cannot choose their parents.||sentence_831.mp3
832|416|日本での<b>生活</b>は楽しいです。|にほん で の <b>せいかつ</b> は たのしい です。|nihon de no <b>seikatsu</b> ha tanoshii desu.|Life in Japan is fun.||sentence_832.mp3
833|416|彼は海外での<b>生活</b>が長いです。|かれ は かいがい で の <b>せいかつ</b> が ながい です。|kare ha kaigai de no <b>seikatsu</b> ga nagai desu.|He's lived abroad for a long time.|sentence_833.jpg|sentence_833.mp3
834|417|早く授業を<b>進めましょう</b>。|はやく じゅぎょう を <b>すすめましょう</b>。|hayaku jugyou wo <b>susumemashou</b>.|Let's hurry and move on with the class.|sentence_834.jpg|sentence_834.mp3
835|417|話を先に<b>進めて</b>ください。|はなし を さき に <b>すすめて</b> ください。|hanashi wo saki ni <b>susumete</b> kudasai.|Please proceed with the topic (of the conversation).||sentence_835.mp3
836|418|仕事を<b>続けて</b>ください。|しごと を <b>つづけて</b> ください。|shigoto wo <b>tsuzukete</b> kudasai.|Please keep working.|sentence_836.jpg|sentence_836.mp3
837|418|さっきの話を<b>続けましょう</b>。|さっき の はなし を <b>つづけましょう</b>。|sakki no hanashi wo <b>tsuzukemashou</b>.|Let's continue the conversation we had earlier.|sentence_837.jpg|sentence_837.mp3
838|419|お金が<b>ほとんど</b>ありません。|おかね が <b>ほとんど</b> ありません。|okane ga <b>hotondo</b> arimasen.|I have little money.|sentence_838.jpg|sentence_838.mp3
839|419|ここは<b>ほとんど</b>変わっていませんね。|ここ は <b>ほとんど</b> かわって いません ね。|koko ha <b>hotondo</b> kawatte imasen ne.|This place has hardly changed.||sentence_839.mp3
840|420|彼は小さな<b>会社</b>に勤めています。|かれ は ちいさな <b>かいしゃ</b> に つとめて います。|kare ha chiisana <b>kaisha</b> ni tsutomete imasu.|He's working at a small business firm.|sentence_840.jpg|sentence_840.mp3
841|420|明日、<b>会社</b>を休みます。|あした、<b>かいしゃ</b> を やすみます。|ashita,<b>kaisha</b> wo yasumimasu.|I'm off work tomorrow.|sentence_841.jpg|sentence_841.mp3
842|421|ここが私の<b>家</b>です。|ここ が わたし の <b>いえ</b> です。|koko ga watashi no <b>ie</b> desu.|This is my house.|sentence_842.jpg|sentence_842.mp3
843|421|昨日の夜は<b>家</b>にいました。|きのう の よる は <b>いえ</b> に いました。|kinou no yoru ha <b>ie</b> ni imashita.|I was at home last night.|sentence_843.jpg|sentence_843.mp3
844|422|毎年<b>多く</b>の人が海外へ旅行する。|まいとし <b>おおく</b> の ひと が かいがい へ りょこう する。|maitoshi <b>ooku</b> no hito ga kaigai he ryokou suru.|A lot of people travel abroad every year.|sentence_844.jpg|sentence_844.mp3
845|422|私はその事故について、<b>多く</b>は知りません。|わたし は その じこ について、 <b>おおく</b> は しりません。|watashi ha sono jiko nitsuite, <b>ooku</b> ha shirimasen.|I don't know much about the accident.||sentence_845.mp3
846|423|あなたの<b>話</b>は面白いね。|あなた の <b>はなし</b> は おもしろい ね。|anata no <b>hanashi</b> ha omoshiroi ne.|Your story's interesting.|sentence_846.jpg|sentence_846.mp3
847|423|その<b>話</b>は本当ですか。|その <b>はなし</b> は ほんとう です か。|sono <b>hanashi</b> ha hontou desu ka.|Is the story true?|sentence_847.jpg|sentence_847.mp3
848|424|私たちは2階に<b>上がった</b>。|わたし たち は 2 かい に <b>あがった</b>。|watashi tachi ha 2 kai ni <b>agatta</b>.|We went up to the second floor.|sentence_848.jpg|sentence_848.mp3
849|424|レタスの値段がまた<b>上がりました</b>。|レタス の ねだん が また <b>あがりました</b>。|retasu no nedan ga mata <b>agarimashita</b>.|The price of lettuce has gone up again.||sentence_849.mp3
850|425|コーヒーを<b>もう</b>一杯ください。|コーヒー を <b>もう</b> いっぱい ください。|ko-hi- wo <b>mou</b> ippai kudasai.|Please give me another cup of coffee.|sentence_850.jpg|sentence_850.mp3
851|425|<b>もう</b>一度彼女に会いたいです。|<b>もう</b> いち ど かのじょ に あいたい です。|<b>mou</b> ichi do kanojo ni aitai desu.|I want to see her once again.||sentence_851.mp3
852|426|弟は切手を<b>集めて</b>います。|おとうと は きって を <b>あつめて</b> います。|otouto ha kitte wo <b>atsumete</b> imasu.|My little brother collects stamps.|sentence_852.jpg|sentence_852.mp3
853|426|学生たちはインターネットでいろいろな情報を<b>集めた</b>。|がくせい たち は インターネット で いろいろな じょうほう を <b>あつめた</b>。|gakusei tachi ha inta-netto de iroirona jouhou wo <b>atsumeta</b>.|The students collected all kinds of information on the Internet.|sentence_853.jpg|sentence_853.mp3
854|427|彼は大きな<b>声</b>で話した。|かれ は おおきな <b>こえ</b> で はなした。|kare ha ookina <b>koe</b> de hanashita.|He spoke loudly.|sentence_854.jpg|sentence_854.mp3
855|427|私たちは大きな<b>声</b>で歌いました。|わたし たち は おおきな <b>こえ</b> で うたいました。|watashi tachi ha ookina <b>koe</b> de utaimashita.|We sang loudly.|sentence_855.jpg|sentence_855.mp3
856|428|東京に来るのは<b>初めて</b>です。|とうきょう に くる の は <b>はじめて</b> です。|toukyou ni kuru no ha <b>hajimete</b> desu.|It's my first time visiting Tokyo.|sentence_856.jpg|sentence_856.mp3
857|428|彼女は寿司を<b>初めて</b>食べました。|かのじょ は すし を <b>はじめて</b> たべました。|kanojo ha sushi wo <b>hajimete</b> tabemashita.|She ate sushi for the first time.|sentence_857.jpg|sentence_857.mp3
858|429|信号が青に<b>変わりました</b>。|しんごう が あお に <b>かわりました</b>。|shingou ga ao ni <b>kawarimashita</b>.|The traffic light turned green.|sentence_858.jpg|sentence_858.mp3
859|429|彼はすごく<b>変わった</b>。|かれ は すごく <b>かわった</b>。|kare ha sugoku <b>kawatta</b>.|He's changed a lot.||sentence_859.mp3
860|430|帰ったら<b>まず</b>手を洗いましょう。|かえったら <b>まず</b> て を あらいましょう 。|kaettara <b>mazu</b> te wo araimashou .|When you get home, wash your hands first.|sentence_860.jpg|sentence_860.mp3
861|430|考える前に<b>まず</b>やってみよう。|かんがえる まえ に <b>まず</b> やって みよう。|kangaeru mae ni <b>mazu</b> yatte miyou.|Before you think, try.||sentence_861.mp3
862|431|これは大きな<b>社会</b>問題になっている。|これ は おおきな <b>しゃかい</b> もんだい に なって いる。|kore ha ookina <b>shakai</b> mondai ni natte iru.|This is a big social problem.|sentence_862.jpg|sentence_862.mp3
863|431|みんなでより良い<b>社会</b>を作りましょう。|みんな で より よい <b>しゃかい</b> を つくりましょう。|minna de yori yoi <b>shakai</b> wo tsukurimashou.|Let's build a better society together.||sentence_863.mp3
864|432|受付で<b>プログラム</b>を受け取った。|うけつけ で <b>プログラム</b> を うけとった。|uketsuke de <b>puroguramu</b> wo uketotta.|I got my program booklet at the reception.|sentence_864.jpg|sentence_864.mp3
865|432|私はその映画の<b>プログラム</b>を買いました。|わたし は その えいが の <b>プログラム</b> を かいました。|watashi ha sono eiga no <b>puroguramu</b> wo kaimashita.|I bought a program booklet of the movie.||sentence_865.mp3
866|433|私にそんな<b>力</b>はありません。|わたし に そんな <b>ちから</b> は ありません。|watashi ni sonna <b>chikara</b> ha arimasen.|I don't have the strength.|sentence_866.jpeg|sentence_866.mp3
867|433|彼の声には<b>力</b>がなかった。|かれ の こえ に は <b>ちから</b> が なかった。|kare no koe ni ha <b>chikara</b> ga nakatta.|There was no strength in his voice.||sentence_867.mp3
868|434|まあ<b>今回</b>は許してあげよう。|まあ <b>こんかい</b> は ゆるして あげよう。|maa <b>konkai</b> ha yurushite ageyou.|Well, I'll let you off this time.|sentence_868.jpg|sentence_868.mp3
869|434|<b>今回</b>はビジネスクラスに乗りました。|<b>こんかい</b> は ビジネス クラス に のりました。|<b>konkai</b> ha bijinesu kurasu ni norimashita.|This time I flew business class.||sentence_869.mp3
870|435|今日の<b>予定</b>を教えてください。|きょう の <b>よてい</b> を おしえて ください。|kyou no <b>yotei</b> wo oshiete kudasai.|Please tell me your schedule today.|sentence_870.jpg|sentence_870.mp3
871|435|カレンダーに<b>予定</b>を書いた。|カレンダー に <b>よてい</b> を かいた。|karenda- ni <b>yotei</b> wo kaita.|I wrote my schedule on the calendar.|sentence_871.jpg|sentence_871.mp3
872|436|電気が付いた<b>まま</b>ですよ。|でんき が ついた <b>まま</b> です よ 。|denki ga tsuita <b>mama</b> desu yo .|The light is still on.|sentence_872.jpg|sentence_872.mp3
873|436|その<b>まま</b>のあなたでいてください。|その <b>まま</b> の あなた で いて ください。|sono <b>mama</b> no anata de ite kudasai.|Please stay as you are.||sentence_873.mp3
874|437|私は<b>テレビ</b>をあまり見ません。|わたし は <b>テレビ</b> を あまり みません。|watashi ha <b>terebi</b> wo amari mimasen.|I don't watch much TV.|sentence_874.jpg|sentence_874.mp3
875|437|<b>テレビ</b>のチャンネルを変えてください。|<b>テレビ</b> の チャンネル を かえて ください。|<b>terebi</b> no channeru wo kaete kudasai.|Please change the TV channel.|sentence_875.jpg|sentence_875.mp3
876|438|体重がかなり<b>減りました</b>。|たいじゅう が かなり <b>へりました</b>。|taijuu ga kanari <b>herimashita</b>.|I've lost a lot of weight.|sentence_876.jpg|sentence_876.mp3
877|438|最近、子供の数が<b>減って</b>いる。|さいきん、こども の かず が <b>へって</b> いる。|saikin,kodomo no kazu ga <b>hette</b> iru.|Lately, there have been fewer children.||sentence_877.mp3
878|439|突然、電気が<b>消えた</b>。|とつぜん でんき が <b>きえた</b>。|totsuzen denki ga <b>kieta</b>.|Suddenly the lights went out.|sentence_878.jpg|sentence_878.mp3
879|439|私はもう、<b>消えて</b>しまいたい。|わたし は もう、 <b>きえて</b> しまいたい。|watashi ha mou, <b>kiete</b> shimaitai.|I want to disappear now.||sentence_879.mp3
880|440|うちは五人<b>家族</b>です。|うち は ご にん <b>かぞく</b> です。|uchi ha go nin <b>kazoku</b> desu.|We're a family of five.|sentence_880.jpg|sentence_880.mp3
881|440|私は<b>家族</b>を愛しています。|わたし は <b>かぞく</b> を あいして います。|watashi ha <b>kazoku</b> wo aishite imasu.|I love my family.|sentence_881.jpg|sentence_881.mp3
882|441|今月と先月の売上を<b>比べた</b>。|こんげつ と せんげつ の うりあげ を <b>くらべた</b>。|kongetsu to sengetsu no uriage wo <b>kurabeta</b>.|I compared this month's sales with last month's.|sentence_882.jpg|sentence_882.mp3
883|441|ニューヨークと<b>比べて</b>東京はどうですか。|ニューヨーク と <b>くらべて</b> とうきょう は どう です か。|nyu-yo-ku to <b>kurabete</b> toukyou ha dou desu ka.|How is Tokyo compared to New York?||sentence_883.mp3
884|442|姉夫婦に男の子が<b>生まれました</b>。|あね ふうふ に おとこのこ が <b>うまれました</b>。|ane fuufu ni otokonoko ga <b>umaremashita</b>.|My sister and her husband had a baby boy.|sentence_884.jpg|sentence_884.mp3
885|442|祖母は京都で<b>生まれました</b>。|そぼ は きょうと で <b>うまれました</b>。|sobo ha kyouto de <b>umaremashita</b>.|My grandmother was born in Kyoto.|sentence_885.jpg|sentence_885.mp3
886|443|この温泉は<b>ただ</b>です。|この おんせん は <b>ただ</b> です。|kono onsen ha <b>tada</b> desu.|This hot spring bathhouse is free.|sentence_886.jpg|sentence_886.mp3
887|443|今日、<b>ただ</b>でノートをもらった。|きょう、 <b>ただ</b> で ノート を もらった。|kyou, <b>tada</b> de no-to wo moratta.|Today I got a notebook free.||sentence_887.mp3
888|444|今日は<b>これら</b>の問題について話し合います。|きょう は <b>これら</b> の もんだい について はなしあいます。|kyou ha <b>korera</b> no mondai nitsuite hanashiaimasu.|We will discuss these issues today.|sentence_888.jpg|sentence_888.mp3
889|444|<b>これら</b>の質問に全部答えてください。|<b>これら</b> の しつもん に ぜんぶ こたえて ください。|<b>korera</b> no shitsumon ni zenbu kotaete kudasai.|Please answer all these questions.||sentence_889.mp3
890|445|この単語の意味を辞書で<b>調べましょう</b>。|この たんご の いみ を じしょ で <b>しらべましょう</b>。|kono tango no imi wo jisho de <b>shirabemashou</b>.|Let's look up the meaning of this word in a dictionary.|sentence_890.jpg|sentence_890.mp3
891|445|日本の社会問題をネットで<b>調べました</b>。|にほん の しゃかい もんだい を ネット で <b>しらべました</b>。|nihon no shakai mondai wo netto de <b>shirabemashita</b>.|I looked into issues in Japanese society on the Internet.||sentence_891.mp3
892|446|彼は<b>事故</b>で怪我をしました。|かれ は <b>じこ</b> で けが を しました。|kare ha <b>jiko</b> de kega wo shimashita.|He was injured in the accident.|sentence_892.jpg|sentence_892.mp3
893|446|今朝、<b>事故</b>で電車が止まりました。|けさ、<b>じこ</b> で でんしゃ が とまりました。|kesa,<b>jiko</b> de densha ga tomarimashita.|The train stopped this morning due to an accident.|sentence_893.jpg|sentence_893.mp3
894|447|あと で<b>電話</b>します。|あと で <b>でんわ</b> します。|ato de <b>denwa</b> shimasu.|I will call you later.|sentence_894.jpg|sentence_894.mp3
895|447|私は毎週母に<b>電話</b>をします。|わたし は まいしゅう はは に <b>でんわ</b> を します。|watashi ha maishuu haha ni <b>denwa</b> wo shimasu.|I call my mother every week.|sentence_895.jpg|sentence_895.mp3
896|448|母はまだ<b>外国</b>に行ったことがありません。|はは は まだ <b>がいこく</b> に いった こと が ありません。|haha ha mada <b>gaikoku</b> ni itta koto ga arimasen.|My mother has never been abroad.|sentence_896.jpg|sentence_896.mp3
897|448|私は<b>外国</b>に住みたいです。|わたし は <b>がいこく</b> に すみたい です。|watashi ha <b>gaikoku</b> ni sumitai desu.|I want to live in a foreign country.||sentence_897.mp3
898|449|<b>銀行</b>は3時まで開いています。|<b>ぎんこう</b> は 3 じ まで あいて います。|<b>ginkou</b> ha 3 ji made aite imasu.|The bank is open until three o'clock.|sentence_898.jpg|sentence_898.mp3
899|449|姉は<b>銀行</b>で働いています。|あね は <b>ぎんこう</b> で はたらいて います。|ane ha <b>ginkou</b> de hataraite imasu.|My big sister works at a bank.|sentence_899.jpg|sentence_899.mp3
900|450|お金はまだ<b>十分</b>あります。|おかね は まだ <b>じゅうぶん</b> あります。|okane ha mada <b>juubun</b> arimasu.|We still have plenty of money.|sentence_900.jpg|sentence_900.mp3
901|450|ディズニーランドは大人でも<b>十分</b>楽しめます。|ディズニーランド は おとな で も <b>じゅうぶん</b> たのしめます。|dizuni-rando ha otona de mo <b>juubun</b> tanoshimemasu.|Even adults can fully enjoy Disney Land.||sentence_901.mp3
902|451|このビールは<b>あまり</b>美味しくありません。|この ビール は <b>あまり</b> おいしく ありません。|kono bi-ru ha <b>amari</b> oishiku arimasen.|This beer isn't very good.|sentence_902.jpg|sentence_902.mp3
903|451|私はテレビを<b>あまり</b>見ません。|わたし は テレビ を <b>あまり</b> みません。|watashi ha terebi wo <b>amari</b> mimasen.|I don't watch TV that much.|sentence_903.jpg|sentence_903.mp3
904|452|<b>写真</b>は良い思い出になります。|<b>しゃしん</b> は いい おもいで に なります。|<b>shashin</b> ha ii omoide ni narimasu.|Photographs bring back a lot of memory.|sentence_904.jpg|sentence_904.mp3
905|452|その<b>写真</b>を見せてください。|その <b>しゃしん</b> を みせて ください。|sono <b>shashin</b> wo misete kudasai.|Please show me the picture.|sentence_905.jpg|sentence_905.mp3
906|453|彼女は同じ間違いを<b>繰り返した</b>。|かのじょ は おなじ まちがい を <b>くりかえした</b>。|kanojo ha onaji machigai wo <b>kurikaeshita</b>.|She repeated the same mistake.|sentence_906.jpg|sentence_906.mp3
907|453|先生は同じことを何度も<b>繰り返して</b>言いました。|せんせい は おなじ こと を なん ど も <b>くりかえして</b> いいました。|sensei ha onaji koto wo nan do mo <b>kurikaeshite</b> iimashita.|The teacher repeated the same thing over and over.||sentence_907.mp3
908|454|バラにはいろいろな<b>種類</b>があります。|バラ に は いろいろな <b>しゅるい</b> が あります。|bara ni ha iroirona <b>shurui</b> ga arimasu.|There are various types of rose.|sentence_908.jpg|sentence_908.mp3
909|454|あのレストランはワインの<b>種類</b>が少ないです。|あの レストラン は ワイン の <b>しゅるい</b> が すくない です。|ano resutoran ha wain no <b>shurui</b> ga sukunai desu.|That restaurant has only a few types of wine.||sentence_909.mp3
910|455|あなたの<b>意見</b>が聞きたいです。|あなた の <b>いけん</b> が ききたい です。|anata no <b>iken</b> ga kikitai desu.|I want to hear your opinion.|sentence_910.jpg|sentence_910.mp3
911|455|彼は人の<b>意見</b>を聞かない。|かれ は ひと の <b>いけん</b> を きかない。|kare ha hito no <b>iken</b> wo kikanai.|He doesn't listen to others' opinions.||sentence_911.mp3
912|456|今日の<b>新聞</b>、どこに置いた？|きょう の <b>しんぶん</b>、どこ に おいた？|kyou no <b>shinbun</b>,doko ni oita?|Where did you put today's newspaper?|sentence_912.jpg|sentence_912.mp3
913|456|私は毎朝、電車で<b>新聞</b>を読みます。|わたし は まいあさ、でんしゃ で <b>しんぶん</b> を よみます。|watashi ha maiasa,densha de <b>shinbun</b> wo yomimasu.|I read the newspaper on the train every morning.||sentence_913.mp3
